datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
4/30/2001 20:00,baltimore,md,us,light,1500,25 minutes,Slashes of light in an oval shape off of I-895 in mid-spring.,8/5/2001,39.2902778,-76.6125
4/3/1998 07:30,waldorf,md,us,circle,450,7:30,green light headed north very fast,9/6/2002,38.6244444,-76.9394444
4/3/2003 03:10,dundalk,md,us,other,300,5 minutes,THE OBJECT WAS STATIONARY FOR CLOSE TO THE 2 MILES IT TOOK FOR ME TO APPROACH IT AND THE WAS NO SOUND COMING FROM THE OBJECT,4/22/2003,39.2505556,-76.5208333
4/3/2009 14:30,catonsville,md,us,sphere,20,20 seconds,Round&#44 silvery object floating over Catonsville MD.,4/14/2009,39.2719444,-76.7322222
4/4/2014 22:15,frederick,md,us,light,300,5 minutes,Brilliant blue pinpoint of light fading in and out.,4/11/2014,39.4141667,-77.4108333
4/5/1999 21:40,baltimore,md,us,fireball,3,3 seconds,My husband and I were traveling north on Rt. 295&#44 leaving Baltimore Washington Airport.  When looking north to the city of Baltimore&#44 w,4/26/1999,39.2902778,-76.6125
4/5/2000 22:00,ocean city,md,us,disk,240,4 minutes,We saw two strange lights coming up over the ocean. The lights (that were alternating blue&#44 red and white) were at the same height but,4/15/2000,38.3363889,-75.0852778
4/5/2007 21:30,bel air,md,us,egg,2400,40 mins,Large glowing egg shaped light that rotates.  At certain points in its rotation&#44 you could see dozens of lights.,4/27/2007,39.5358333,-76.3486111
4/5/2009 02:45,clarksville,md,us,cigar,300,5 minutes,Large Mettalic Object making no sounds with red and green lights hovering by power lines moves away fast&#33,4/14/2009,39.2063889,-76.9433333
4/5/2013 18:47,westover,md,us,other,300,5 minutes,Driving along Route 413&#44 heading out of town I saw an unusual shaped object heading North. The object was a half star it consisted of t,5/15/2013,38.1238889,-75.7066667
4/5/2013 19:00,jarrettsville,md,us,circle,900,15 minutes,Circular&#44 but not connected at the ends. It had rungs and was just like a ladder bent into the shape of a circle.,11/20/2013,39.6044444,-76.4780556
4/5/2014 11:00,oxford,md,us,cigar,30,30 seconds,Missile type object flying over Maryland.,4/11/2014,38.6863889,-76.1719444
4/6/2006 20:15,baltimore,md,us,unknown,180,3 min,stayed still then shot straight up then disapeared then reapeared to the left at a higher attitude.,7/16/2006,39.2902778,-76.6125
4/7/2013 02:00,williamsport,md,us,light,7200,2 hours,Red&#44 Blue &amp; White Strobes Stationary in the Night Sky.,5/15/2013,39.6005556,-77.8208333
4/8/2005 22:45,hagerstown,md,us,unknown,600,about 10 min.,The hospital is 8 stories and when it became directly over our heads we could tell it was only 50 or 60 more feet high.,4/16/2005,39.6416667,-77.7202778
4/8/2007 21:05,baltimore,md,us,light,8,8 seconds,Stationary white light then picking up speed from the east to the west; arcing across sky; too fast for plane,4/27/2007,39.2902778,-76.6125
4/9/2004 10:02,ellicott city,md,us,other,60,1 minute,alien sited walking dog in ellicott city&#44md 04/09/04,4/27/2004,39.2672222,-76.7986111
4/9/2004 22:14,owings mills,md,us,chevron,10,about 10 sec.,A boomerang shaped UFO with lighted edges flies by Oryan&#39s (spelling) Belt.,4/27/2004,39.4194444,-76.7805556
4/9/2011 00:15,annapolis,md,us,circle,600,10 minutes,Stationary light over Annapolis&#44 MD,5/2/2011,38.9783333,-76.4925
4/9/2012 09:00,arbutus,md,us,light,180,2-3 mintues,I was walking my friend to the bus stop when i noticed four bright lights in the sky. They were pretty far away but it seemed as though,5/13/2012,39.2544444,-76.7002778
4/9/2012 21:00,elkridge,md,us,disk,4200,70 minutes,Five bright lights seen over elkridge&#44 md. two of them seen through binoculars in great detail,4/18/2012,39.2125,-76.7138889
5/10/2005 14:45,columbia,md,us,sphere,60,1 minute,two silver ballls over skies in howad county vanish one by one,3/11/2006,39.2402778,-76.8397222
5/1/1969 20:00,wheaton,md,us,disk,30,30 seconds,large saucer-shaped  object sighted in Wheaton&#44 MD in late 1960&#39s,1/29/2002,39.0397222,-77.0555556
5/1/1973 09:00,gaithersburg,md,us,disk,240,3-4 minutes,Disk-shaped object with sequentially-flashing green lights around the perimeter -- 5/73 -- flying low.,12/16/2005,39.1433333,-77.2016667
5/1/1973 20:00,rockville,md,us,other,120,2min`s,MY WIFE AND I WERE TO PICK UP MY MOTHER AT WORK IT WAS ON MARYLAND AVE.THAT WE SAW THE FIRST ONE IT WAS REALY BIG LIKE AN AIR PLANE I 7,7/11/2000,39.0838889,-77.1530556
5/1/2007 22:00,gaithersburg,md,us,triangle,900,15 minutes,I saw several flying lights heading from north to south.  ((NUFORC Note:  Report from student.  PD)),6/12/2007,39.1433333,-77.2016667
5/1/2013 00:00,rockville,md,us,triangle,300,3-5 minutes,Green triangle&#44 and flashing lights.,9/9/2013,39.0838889,-77.1530556
5/13/2006 23:40,baltimore,md,us,light,1200,20+ minutes,Multiple UFO&#39s flying over Baltimore Inner Harbor,5/15/2006,39.2902778,-76.6125
5/13/2008 23:00,wheaton,md,us,fireball,3,3 seconds,I was driving East on University Blvd. in Wheaton Md. between Georgia ave. and Viersmill Rd. and saw a fireball with a tail going in a,6/12/2008,39.0397222,-77.0555556
5/15/1963 14:00,towson,md,us,oval,20,20 seconds,Bright&#44 rapidly moving object moving from east to west that reflected the sun as it made a slight turn to the Southwest.,3/21/2003,39.4013889,-76.6022222
5/15/1976 19:00,hydes,md,us,changing,1200,20min.,this craft was 1000ft. in diameter. when it came over us&#44 it stopped and then split into 4 wedge shapped craft. it split into 4&#44 then l,6/23/1999,39.4838889,-76.4936111
5/15/1988 15:00,edgewood,md,us,sphere,45,45 seconds,Edgewood&#44 MD boy sees a chrome sphere move laterally across sky and change directions near the Edgewood Arsenal Army base.,1/3/2001,39.4186111,-76.2947222
5/15/2004 00:30,towson,md,us,NA,2100,35 mins +,Second hand report from first party witness with multiple craft sighting &amp; close encounter contact with grey,7/25/2004,39.4013889,-76.6022222
5/15/2006 23:00,baltimore,md,us,egg,900,15+ mins.,Stationary long objet with dome in middle.  Red/orange &amp; blue lights kept shining with varying degrees of intensity.,7/16/2006,39.2902778,-76.6125
5/15/2007 12:00,centreville,md,us,other,300,5 min.,just above the treeline i saw a silver globe (not perfectly shaped) it had a heat type haze around it.  it was perfectly still and was,1/21/2008,39.0416667,-76.0666667
5/18/2008 22:00,salisbury,md,us,unknown,5,5 seconds,While sitting outside and taking a smoke break my freind and i witnessed a large flash through the clouds. It was blueish white and rad,6/12/2008,38.3605556,-75.5997222
5/18/2012 00:00,potomac,md,us,light,1200,20 minutes,Bright yellow light followed (intercepted) by red pulsating light,2/4/2013,39.0180556,-77.2088889
5/20/2002 22:00,baltimore,md,us,changing,600,10 minutes,I observed it through my telescope. It changed shapes every 2 to 3 seconds. First an egg shape&#44 then disc&#44 and finally a triangle. It a,6/12/2002,39.2902778,-76.6125
5/20/2010 13:46,assateague island,md,NA,cylinder,1800,30 minutes,Long Dark Gray Crayon Shaped Object,6/10/2010,38.060797,-75.236238
5/20/2010 22:10,boonsboro,md,us,oval,1200,20 min,A large ball of pulsating light with 2 smaller flashes of light shooting out from the sides then disappearing.,6/3/2010,39.5061111,-77.6527778
5/24/1996 23:05,bowie,md,us,NA,3,3 sec.,FAA empl.&#44 several adults see very bright disc &quot;w/ a dark hole in the middle.&quot;  2x diam. of moon. Obj. hovered&#44 suddenly disappeared.,11/2/1999,39.0066667,-76.7794444
5/24/2013 23:00,capitol heights,md,us,formation,900,15 minutes,lights were seen on 214 in formation,6/2/2013,38.885,-76.9161111
5/26/2001 22:00,white hall,md,us,light,2700,45 min (intermittent),A wwhite flashing UFO zipping below storm clouds.,8/5/2001,39.6216667,-76.6288889
5/26/2007 21:10,westminster,md,us,fireball,300,5 mins,A huge Fireball changing shape and colors captured on video while moving over our house&#33.,6/12/2007,39.5752778,-76.9961111
5/26/2013 21:30,lisbon,md,us,changing,180,3 minutes,Definitely caught my eye in the night sky&#33 Other people had to of seen this&#33,6/2/2013,39.3361111,-77.0713889
5/27/2001 21:30,white hall,md,us,light,900,15 mins.,The white lights were back again&#33,8/5/2001,39.6216667,-76.6288889
5/28/2011 04:24,westminster,md,us,changing,840,14 mins,Intensely bright&#44 crescent shape to round in SE night sky,8/7/2011,39.5752778,-76.9961111
5/28/2011 23:15,cockeysville,md,us,light,60,1 min,Bright ball of light moving upward very fast eventually becoming a speck before disappearing within seconds,5/29/2011,39.4811111,-76.6441667
5/28/2012 21:30,westminster,md,us,sphere,900,15 minutes,Sphere shaped orange glowing object in the night sky,5/29/2012,39.5752778,-76.9961111
5/29/2009 23:03,parkville,md,us,disk,50,50 seconds,Baltimore&#44 Maryland May 29&#442009 sphere that traveled from west to east.,6/9/2009,39.3772222,-76.54
5/29/2013 20:47,chaptico,md,us,unknown,45,45 seconds,Saw black speck high in the clear sky which moved in a different direction&#44 hovered&#44 and then disappeared.,6/2/2013,38.3675,-76.7833333
5/29/2013 23:15,millers,md,us,light,840,14 minutes,White Light Nortwest Baltimore County (Millers),6/2/2013,39.6711111,-76.8513889
5/30/2013 21:45,white marsh,md,us,light,240,4 minutes,Green strobing light over Walmart in white marsh&#8230;,6/2/2013,39.3836111,-76.4325
5/30/2013 21:48,parkville/fullerton,md,NA,light,60,<1 minute,Numerous green lights form line then scatter&#44 followed by loud boom.,6/2/2013,39.371774,-76.511075
5/30/2013 21:55,nottingham,md,us,unknown,120,2 minutes,There was no tail to the objects and they were all moving in unison wi th each other&#44,6/2/2013,39.3638889,-76.4525
5/30/2013 21:55,nottingham,md,us,unknown,120,2 minutes,There was no tail to the objects and they were all moving in unison wi th each other.,6/2/2013,39.3638889,-76.4525
5/3/2007 21:30,abingdon,md,us,triangle,120,several minutes,A triangular shaped craft was seen hovering&#44 and moving very slowly over a neighborhood in Abingdon&#44 MD.,6/12/2007,39.4622222,-76.2794444
5/3/2007 21:30,abingdon,md,us,triangle,120,several minutes,Triangle craft seen &quot;hovering&quot; and moving very slowly.  There was one row of 3-4 lights lit up on one side of the craft.,6/12/2007,39.4622222,-76.2794444
5/5/1958 20:00,palmer park,md,us,sphere,1200,15-20 min.,I saw a white spherical light zig zaging across the sky leaving a plasma trail at unthinkable speed.,4/22/2003,38.9208333,-76.8719444
5/5/1966 17:00,beltsville,md,us,sphere,120,2minutes,Green sphere speeding across the sky in 1960&#39s,4/16/2005,39.0347222,-76.9077778
5/5/2008 10:30,baltimore,md,us,unknown,300,5 minutes,Strange lights dancing in a strobe pattern from west to east.,6/12/2008,39.2902778,-76.6125
5/6/2007 12:30,waldorf,md,us,cigar,300,5 min,Hovering cigar shaped object.,6/12/2007,38.6244444,-76.9394444
5/8/2004 23:40,knoxville,md,us,triangle,120,1-2 minutes,Large triangle of three lights noislessly moves from West to East - occludes stars - fades rapidly.,5/10/2004,39.3269444,-77.6644444
6/10/1970 17:00,princess anne,md,us,oval,300,5 min,Bright orange disk with vertical stripes&#44 or ribs.  Eastern Maryland.,6/18/2004,38.2027778,-75.6927778
6/10/1970 21:00,west ocean city,md,us,light,60,less than one minute,Sighting to the North of Ocean City&#44 Maryland at about the same date as that in Princess Anne&#44 MD,4/16/2005,38.3363889,-75.0852778
6/10/1971 10:00,allen,md,us,sphere,900,15 min,The ufo was above this radio tower. Me and my mom were watching it. It was about a half mile away as the crow flies.  The ufo started t,10/30/2006,38.2872222,-75.6883333
6/10/1986 21:00,severn,md,us,triangle,120,2 mins,myself and another person witnessd what appeared to be a glowing boomerang fly directly overhead of us with no sound or lights.,2/27/2000,39.1369444,-76.6986111
6/11/1993 01:00,lusby,md,us,other,32400,9 hours,Possible alien encounter and or abduction in 1993.,8/5/2012,38.4105556,-76.4555556
6/11/2013 17:45,frederick,md,us,cigar,5,5 seconds,Reddish-Brown Cigar-Shaped Object Flies Over Frederick&#44 MD.,7/3/2013,39.4141667,-77.4108333
6/1/1966 19:30,district heights,md,us,disk,300,3 to 5 minutes,Observed UFO Sighting which stopped my moving vehicle on a lonely&#44 tree lined road.,7/5/2008,38.8575,-76.8897222
6/1/1967 24:00,oxen hill,md,NA,sphere,2700,45 min.,Sightings in the Washington D.C. area&#44 number of crafts seen 3 but farther in space formation of lights. There were a number of sightin,1/22/2000,38.803056,-76.989722
6/1/1977 23:45,gaithersburg,md,us,cigar,60,60 seconds,Close encounter with metallic craft near Gaithersburg&#44 MD in 1977,5/15/2006,39.1433333,-77.2016667
6/1/1980 22:00,marlow heights,md,us,light,3600,1 hour,Appeared to be a star moving at great speed&#44 breaking up&#44 disappearing then reappearing in another location.  Very erratic behavior.,12/16/1999,38.8333333,-76.9519444
6/1/1982 00:00,oakland,md,us,light,60,1 minute,Bright light in woods moves toward witness; witness was left disoriented.,5/15/2006,39.4077778,-79.4069444
6/1/1986 19:00,greenbelt,md,us,unknown,600,> 10 mins,Low&#44 slow moving craft over NASA Goddard Space Flight Center,5/11/2005,39.0044444,-76.8758333
6/1/1988 21:00,potomac,md,us,circle,3,3 secs,Large orange ball traveled fast in night sky and then disappeared,10/31/2008,39.0180556,-77.2088889
6/1/1989 23:00,upper marlboro,md,us,disk,300,5 minutes,This account was seen by my mother and step father. I have interviewed them numerous times and just last night I questioned them again,10/30/2006,38.8158333,-76.75
6/1/1990 20:00,maryland,md,NA,triangle,3600,1hr,The craft was Triangular&#44one story thick&#44in the middle was a half sphere   &#44and it made a deep humming sound.,8/5/2001,39.045755,-76.641271
6/1/1993 06:30,crofton,md,us,other,60,1 minutes or less,Blimp shaped craft with lights and orange glowing bottom.,3/19/2009,39.0016667,-76.6877778
6/1/1996 05:30,beltsville,md,us,triangle,1,1 sec,two small triangular craft very fast and absolutly silent,7/5/1999,39.0347222,-76.9077778
6/1/1997 24:00,baltimore,md,us,chevron,900,15mins,Object was &quot;V&quot; shaped&#44white  with no rounded edges travelling south east in daylight.with no visible engines or markings.,11/28/2007,39.2902778,-76.6125
6/1/1998 22:00,cockeysville,md,us,unknown,120,2 minutes,I HAD SENT TO YOU THE PHOTO OF THIS EVENT. I NEVER EVEN RECEIVED A THANKS OR AT LEAST A COMMENT.  IT WAS A GOOD PHOTO OF THE STRANGE PH,11/21/2010,39.4811111,-76.6441667
6/12/1996 03:00,annapolis,md,us,NA,600,10 min,Saw a perfect round light changing colors. No sound,3/19/2009,38.9783333,-76.4925
6/12/1999 12:03,tomonium,md,NA,other,180,3 min.,Black-Shape simular to a U2-Very large-Silent-Seemed at first to be standing still&#44 but in reality moving slowly.,5/11/2000,39.440556,-76.626111
6/12/2010 01:00,taneytown,md,us,circle,2,seconds,green glowing circle shooting across sky and nightly white light,6/23/2010,39.6577778,-77.1747222
6/13/2004 21:00,crisfield,md,us,sphere,120,2 minutes+,It was  a UFO  About 9:30pm&#44 I was just happed to be outside and I saw this--- Just a red-sphere&#44 that I seen before...I have seen many,6/18/2004,37.9833333,-75.8541667
6/13/2011 20:00,annapolis,md,us,cylinder,900,fifteen minutes,White cylinders with fins moving over Eastport&#44 Annapolis.,6/20/2011,38.9783333,-76.4925
6/13/2012 09:00,frederick,md,us,circle,20,about 20sec,Military transporting ufo on route 270 in md.  ((NUFORC Note:  It was reported as a piece of U. S. Navy military equipment.  PD)),6/14/2012,39.4141667,-77.4108333
6/14/2012 01:00,oxon hill,md,us,disk,3600,1 hour,UFO SIGHTING CLOSE UP IN DMV AREA ON STREET,6/14/2012,38.8033333,-76.99
6/15/1960 21:00,baltimore,md,us,other,300,5 minutes,Three white lights flying in formation.,8/24/2010,39.2902778,-76.6125
6/15/1966 24:00,baltimore,md,us,oval,1200,15-20 min,UFO-approx 1965-67 Bowleys Quarters MD&#44 Silent flat oval shaped&#44 glowing softly&#44 colored sphere.,6/12/2007,39.2902778,-76.6125
6/15/1975 18:00,reisterstown,md,us,formation,2700,45 minutes,Saw est. 200-300+ halo style craft flying from SW/NE in the Greenspring Valley area - 1974-1975,11/11/2013,39.4694444,-76.8297222
6/15/1977 21:00,gaithersburg,md,us,oval,900,15 minutes,Summer of 1977 I saw a large oval black object hovering just over the tree tops going very slowly.,5/12/2011,39.1433333,-77.2016667
6/15/1993 00:00,rockville,md,us,teardrop,180,2-3 minutes,My friend and I were in the third grade and we were sleeping in my back yard when the craft flew over down and to the right of the circ,8/10/1999,39.0838889,-77.1530556
6/15/1994 22:00,ferndale,md,us,cylinder,24,24 sec.,A well lighted object seen from my window...,8/5/2000,39.1830556,-76.6405556
6/15/1996 13:30,aberdeen,md,us,disk,300,5min.,6 spaceshuttle technology schemed saucer shaped vehicles seen over Aberdeen&#44Md in summer of &#3996.,6/12/2002,39.5094444,-76.1644444
6/15/2008 20:35,cumberland,md,us,other,180,3 minutes,Transparent Bowl-Shaped Craft - Cumberland&#44 Maryland,10/31/2008,39.6527778,-78.7627778
6/15/2008 23:30,bel air,md,us,disk,7200,a few hours each night,pattern of lights going from right to left&#44 then blinking&#44 then repeating. A smaller bright white light shot off from it later,7/5/2008,39.5358333,-76.3486111
6/15/2010 00:30,bel air,md,us,oval,60,1 min,Oval shaped object in sky over Bel Air&#44 Maryland,6/23/2010,39.5358333,-76.3486111
6/16/1977 19:00,rockville,md,us,disk,30,30 seconds,I saw a flying saucer.,6/12/2008,39.0838889,-77.1530556
6/17/1998 23:17,annapolis,md,us,teardrop,30,30 seconds,On the night of June 17th me and a few of my family members decided to take a walk to this park.to go to this park you had to walk thro,4/15/2000,38.9783333,-76.4925
6/17/2003 13:30,arnold,md,us,other,25,25 seconds,Strange sounding looking shade,6/18/2003,39.0319444,-76.5030556
6/17/2010 21:00,halethorpe,md,us,light,7200,2 hours,brilliant green lights in the sky from east coast. ((NUFORC Note:  Possible sighting of Venus&#44 which currently is in the WNW sky. PD) ),6/23/2010,39.2397222,-76.6805556
6/17/2012 19:00,baltimore,md,us,sphere,600,10 minutes,Our alien ancestors are really starting to make there present felt.,6/20/2012,39.2902778,-76.6125
6/17/2013 21:00,ellicott city,md,us,flash,3,3 seconds,Bright White Light Moving at High Rate of Speed East to West Above Route 40 @ Route 29 in Ellicott City.,7/3/2013,39.2672222,-76.7986111
6/18/2009 22:24,lavale,md,NA,changing,15,15 seconds,Saw three lights traveling south to north over western Maryland,8/5/2009,39.655643,-78.810576
6/20/1989 01:00,severna park,md,us,unknown,7200,2 hours,Occurred : 10/28/2003 01:00 (Entered as : 10/28/2003 01:00) Reported: 10/31/2003 3:23:47 AM 03:23 Posted: 10/31/2003 Location: Pasadena,4/16/2005,39.0702778,-76.5455556
6/20/2002 21:00,landover,md,us,NA,3600,about 1 hour,missing time experience in DC area,8/16/2002,38.9338889,-76.8969444
6/20/2006 21:30,columbia,md,us,fireball,20,20 seconds,There was a ball of fire moving horizontally across the sky and it was leaving a trail behind it as it moved.,2/1/2007,39.2402778,-76.8397222
6/21/2008 21:10,north east,md,us,formation,180,2-3 minutes,There were three separate orange lights making a triangle formation.,7/5/2008,39.6,-75.9416667
6/2/2012 16:30,white marsh,md,us,cigar,300,5 minutes,White Object over I-695E,6/5/2012,39.3836111,-76.4325
6/22/2003 21:45,baltimore,md,us,diamond,120,2 minutes,object appeared in flight pattern of aircraft&#44 then changed course and climbed out of the atmosphere.,7/16/2003,39.2902778,-76.6125
6/22/2006 21:00,gaithersburg,md,us,fireball,15,15 seconds,I was driving in my neighborhood&#44 at around 9:30 at night.  The sky was clear. I was driving into my neighborhood from east to west.  O,7/16/2006,39.1433333,-77.2016667
6/24/2005 22:00,college park,md,us,triangle,60,1 minute,Triangular aircraft.,7/5/2005,38.9805556,-76.9372222
6/24/2010 22:00,ellicott city/oella mills,md,NA,circle,5,3-5 seconds,Green circular/ball shaped object streaking across sky,7/6/2010,39.274483,-76.788201
6/24/2010 22:00,monkton,md,us,fireball,5,5 seconds,Green fireball to the North,7/6/2010,39.5786111,-76.6158333
6/24/2011 03:00,new carrollton,md,us,other,2,seconds,Set of sky flashes lit up entire sky with out any radar anomaly or storm.,6/27/2011,38.9697222,-76.8802778
6/25/2012 19:30,ocean city,md,us,sphere,600,10 minutes,Orange/Red Fire Ball Sighting at Ocean City Maryland,8/19/2012,38.3363889,-75.0852778
6/26/2012 00:01,crofton,md,NA,light,7200,2+ hours,There are flashing and fast moving lights in the sky.,7/4/2012,39.001777,-76.687467
6/27/2001 20:50,rockville,md,us,triangle,30,30 seconds,Triangular object silhouetted against moon - digital photograph,8/5/2001,39.0838889,-77.1530556
6/27/2012 20:00,federalsburg,md,us,NA,30,:30,This is a probable ufo abduction involving two adult females and one toddler,7/4/2012,38.6941667,-75.7725
6/27/2012 22:01,parkville,md,us,triangle,10800,3 hrs,I&#39m confident all these were not the space station and I am confident these were not airplanes.,7/4/2012,39.3772222,-76.54
6/28/1996 03:00,baltimore,md,us,NA,60,1 minute,Man views &quot;huge&quot; cigar shaped craft thru binoculars.  Obj wavers revealing more saucer-like structure. Lit by moon.  No lights.,11/2/1999,39.2902778,-76.6125
6/28/1998 05:00,ellicott city,md,us,sphere,360,06:00,glowing golden with red flashes at 78 degrees north east. Alt  about 2000 feet . had wobbling effect when red fashes occoured about eve,11/21/1998,39.2672222,-76.7986111
6/28/2010 19:51,jamesville,md,NA,oval,60,1 min,I saw a pure white&#44 shiny&#44 circular object over my house,7/6/2010,42.992011,-76.071589
6/29/1968 01:00,thurmont,md,us,disk,3600,1 hour,I&#39ve been visited many times but I can&#39t remember anything &#44 other than they mean us no harm.,11/8/2005,39.6236111,-77.4111111
6/29/2011 22:04,fruitland,md,us,light,5,5 seconds,We saw a bright light slowly fade while moving slowly.  ((NUFORC Note:  International Space Station over-flight.  PD)),7/4/2011,38.3219444,-75.6205556
6/29/2012 23:30,parkville,md,us,fireball,45,45 seconds,Witnessed an orange&#44 yellow&#44 white with red glow UFO on June 29th&#44 2012&#44 slowly desending in Parkville Maryland.,8/5/2012,39.3772222,-76.54
6/30/1947 18:00,baltimore,md,us,oval,8,8 sec,I wasn&#39t the only saw them,10/27/2004,39.2902778,-76.6125
6/30/1948 00:00,baltimore,md,us,oval,8,8 sec,Two UFO&quot;S  in flight over Baltimore leaving trails no sound that influence me.,4/14/2009,39.2902778,-76.6125
6/30/1987 19:00,hancock,md,us,triangle,3720,2min.w/1hr.missing time,THE NEXT DAY &quot;THE LIGHTS IN THE SKY&quot; WAS ON THE NEWS ON TV RADIO AND NEWSPAPER..&quot;JUST AFTER SUNSET IT GOT COOL AND A FAINT FOG CAME,3/11/2006,39.6988889,-78.18
6/30/1998 20:40,pasadena,md,us,cigar,120,2 minutes,A long&#44 white cigar shaped object flew across the sky&#44 disappearing a couple of times&#44 then shooting straight up.,11/21/1998,39.1072222,-76.5713889
6/30/1998 21:30,waldorf,md,us,oval,60,45-60 seconds,Noticed singular exceptionally bright light which appeared to rotate around a soild oval or disk shaped object&#44 bottom of which was fai,11/21/1998,38.6244444,-76.9394444
6/30/2003 02:10,bishopville,md,us,other,1200,20mins,Fireball going into a double circle type cloud formation.,7/16/2003,38.4425,-75.1938889
6/30/2005 22:42,friendship,md,us,diamond,120,2 minutes,Two Diamond shaped craft spotted over southern Maryland,7/5/2005,38.7366667,-76.5897222
6/3/1996 20:00,gaithersburg,md,us,NA,2400,40 min.,Wife&#44 husband&#44 son witness 3 peculiar objs. in sky.  Bright&#44 strobing lights on black&#44 cyl.-shaped craft.  No wings. 1 ascends vert.&#33,11/2/1999,39.1433333,-77.2016667
6/3/2009 21:20,bowie,md,us,disk,45,45 seconds,Oval shaped disk with rim of red lights hovering down into woods.,6/9/2009,39.0066667,-76.7794444
6/3/2013 22:00,hagerstown,md,us,oval,600,10 minutes,3 bright noiseless lights chasing each other.  ((NUFORC Note:  Possibly advertising lights?  PD)),7/3/2013,39.6416667,-77.7202778
6/4/1969 01:00,chance,md,us,disk,300,5 min,AN DISK SHAPED CRAFT ON THE EASTERN SHORE OF MARYLAND,7/25/2004,38.1719444,-75.9413889
6/4/2010 02:00,easton,md,us,teardrop,600,10 min,Discolored grass after thought to be Alien encounter.  ((NUFORC Note:  We cannot certify that this is a serious report.  PD)),7/6/2010,38.7741667,-76.0766667
6/4/2013 12:35,damascus,md,us,cigar,180,3 minutes,One long&#44 thin&#44 silver UFO with no marking&#44 lights or landing gear. It had no windows - hard to tell the front from the rear of it. It,7/3/2013,39.2883333,-77.2041667
6/5/2013 11:06,deale,md,us,fireball,60,1 minute,Confused,7/3/2013,38.7763889,-76.5555556
6/6/1991 23:00,college park,md,us,other,1800,30 min.,heavy looking object; stationary; hovering and very loud,5/24/2005,38.9805556,-76.9372222
6/6/2002 23:00,ocean city,md,us,unknown,5,5 seconds,star sized object  spinning circles over Ocean City Maryland in 2002,2/1/2007,38.3363889,-75.0852778
6/7/1950 20:00,kensington,md,us,oval,600,10 minutes,Reflective oval seen hovering over Washington D.C.,11/28/2007,39.0255556,-77.0766667
6/7/2007 23:30,frederick,md,us,light,2700,45 min,Star suddenly moved and disappeared&#33  ((NUFORC Note:  Probable sighting of Venus&#44 Jupiter&#44 and &quot;twinkling&quot; star?  PD)),6/12/2007,39.4141667,-77.4108333
6/7/2008 03:30,annapolis,md,us,changing,3600,1 hour,Hover/Vibrating white lights; emitting beams and dots of light&#44 from 03:30-04:30 6/7/2008 over Annapolis&#44 MD,6/12/2008,38.9783333,-76.4925
6/7/2008 21:07,hancock,md,us,light,90,1.5 minutes,Circular light flying low&#44 not blinking and no sound.,6/12/2008,39.6988889,-78.18
6/7/2011 22:00,pasadena,md,us,light,240,4 minutes,Saw unusual object that was not familar as other aircraft we see constantly,6/12/2011,39.1072222,-76.5713889
6/9/1964 21:00,baltimore,md,us,sphere,30,30 seconds,June&#44 1964; 9;00 PM: immense counter-rotating double domed craft only 100 feet above me,7/16/2006,39.2902778,-76.6125
6/9/2000 22:15,kensington,md,us,cylinder,2,2 seconds,Large&#44 oval shaped very bright&#44 white light (like a flash bulb) object&#44 about 150 feet above us,7/11/2000,39.0255556,-77.0766667
6/9/2000 22:35,germantown,md,us,triangle,60,< 1 min,Arrowhead shaped formation of red lights moving with no sound from east to west over Germantown&#44 MD.,6/21/2000,39.1730556,-77.2719444
6/9/2001 03:47,eldersburg,md,us,unknown,900,15 minutes,I saw a object land&#44 I heard loud noises accompanied by squealing animals&#44 the object then raised in the sky and split into two objects,8/5/2001,39.4036111,-76.9505556
7/10/1957 22:00,baltimore,md,us,other,60,1 minute,ON THE ABOVE DATE&#44MYSELF AND THREE OTHER BOYS HAD ENTERED THE BACK GATE OF THE CARLINS DRIVE INN THEATER TO SEE A MOVIE.  WE HAD BEEN T,9/6/2002,39.2902778,-76.6125
7/10/1979 19:00,pasadena,md,us,formation,1200,20 minutes,July 1979. It was in the eastrern sky.  A formation of about 10 crafts. formations within formations diferent colors in each formation.,3/7/2000,39.1072222,-76.5713889
7/10/2008 20:40,hyattsville,md,us,rectangle,1200,20 minutes,A very bright object&#44 (small&#44 distant and oblong) against an early evening sky observed for 15 minutes disappears within 10 seconds.,8/12/2008,38.9558333,-76.9458333
7/10/2010 02:00,ellicott city,md,us,oval,300,5 minutes,UFO sighting Ellicottn City&#44 MD,7/19/2010,39.2672222,-76.7986111
7/10/2010 22:55,hancock,md,us,light,420,7 minutes,Star sized light stops and flashes very brightly&#44 seemingly in response to a flashlight.,7/19/2010,39.6988889,-78.18
7/10/2012 23:00,baltimore,md,us,sphere,600,10 minutes,Two Orange Orbs flanked by four smaller ships.,8/5/2012,39.2902778,-76.6125
7/11/2001 01:30,elkton,md,us,light,10,10 sec,i had to take my dog out to do his thing &#33&#33&#33 it was a really nice night and a lot of stars out. my dog was doing his thing and i was lo,8/5/2001,39.6066667,-75.8336111
7/11/2002 21:15,baltimore,md,us,flash,1335,22:15,Light Invasion In The Sky,7/26/2002,39.2902778,-76.6125
